Origin;Ship to Country code;Ship to simplified postcode 2 digits;Minimum;<=50kg;<=100kg;<=200;<=400;<=800;<=1500;<=5000;<=10000;<=15000;FTL;Carrier Leadtime in working days;Custom Clearance;DG Surcharge per shipment;Distance
PL46;FR;69;102.2229784;399.0274014;178.2526328;104.3179495;69.58964477;49.63667558;42.24524005;31.9389494;24.36441923;20.4148813;3650.863519;4.003749409;0;0;1377.604342
PL46;GB;NN;118.6254838;463.0545819;206.8547124;121.05661;80.75586728;57.60128247;49.0238312;37.06381268;28.27388776;23.69061447;4236.674159;4.64618345;97;0;1598.652124
PL46;TR;35;140.5821623;548.7624776;245.1419528;143.4632716;95.70316663;68.26284355;58.09777102;43.92404367;33.50717022;28.07556776;5020.850456;5.506156814;0;0;1894.550523
PL46;IT;27;83.65580632;326.5504442;145.8758878;85.3702594;56.94979677;40.62096589;34.57206662;26.13774913;19.93901144;16.70684403;2987.742445;3.276532247;0;0;1127.384506
PL46;CH;94;66.67517481;260.2665483;116.2656933;68.0416246;45.39000725;32.3756368;27.55455583;20.83225384;15.89174897;13.31565369;2381.2842;2.61145484;36;0;898.5456282
PL46;PL;56;8.723789448;34.05331255;15.21222001;8.902575934;5.938835067;4.236032969;3.605242042;2.725695085;2.079278717;1.742222041;311.5675667;0.341683126;0;0;117.565839
PL46;BE;10;86.85005177;339.0191815;151.4458944;88.62996814;59.12432162;42.17200391;35.89213837;27.13577174;20.70034648;17.34476461;3101.823979;3.401640696;0;0;1170.431642
PL46;PL;47;5.868460422;22.90753556;10.23320331;5.988729421;3.995032062;2.849563481;2.425232792;1.833564854;1.39872299;1.171986229;209.5903329;0.229848957;0;0;79.08609871
PL46;GB;IP;106.5151665;415.781958;185.737191;108.6981023;72.51160862;51.72084446;44.01905374;33.28001754;25.38744431;21.27207127;3804.157752;4.171860786;97;0;1435.447863
PL46;DE;44;67.54851404;263.675628;117.7885898;68.93286215;45.98454448;32.79970639;27.91547688;21.10512338;16.09990572;13.49006767;2412.475253;2.645660764;0;0;910.3151533
PL46;CH;86;70.98871732;277.1044617;123.7874885;72.44356941;48.32650837;34.47017478;29.33719454;22.17999403;16.91986377;14.17710832;2535.341098;2.780402601;36;0;956.6769308
PL46;GB;TS;122.0043429;476.2439587;212.7466415;124.5047159;83.05607034;59.24196383;50.42019744;38.11951672;29.0792247;24.36540412;4357.349117;4.778522632;97;0;1644.187199
PL46;FI;70;130.2383955;508.3855834;227.1048765;132.9075183;88.66151055;63.240194;53.82304808;40.69219649;31.04177668;26.00982115;4651.425876;5.10102432;0;0;1755.153117
PL46;FR;30;116.3666404;454.2371867;202.9158252;118.7514736;79.21812977;56.50445006;48.09032895;36.35805078;27.73550189;23.2395024;4156.000235;4.557711729;0;0;1568.210901
PL46;NL;44;89.25938981;348.4240327;155.6472085;91.08868347;60.76451036;43.3419124;36.88783489;27.8885548;21.27460212;17.82593187;3187.872777;3.496006816;0;0;1202.901001
PL46;IT;64;87.73862362;342.4877218;152.9953529;89.5367505;59.72922866;42.60347003;36.25935455;27.41340063;20.91213387;17.52222069;3133.559061;3.436443234;0;0;1182.406449
PL46;GB;DA;111.8490574;436.6028011;195.0382318;114.1413066;76.14272537;54.31083561;46.22336731;34.94655937;26.65875488;22.33729897;3994.65609;4.38077235;97;0;1507.329854
PL46;CH;13;87.70785557;342.3676187;152.9417007;89.50535187;59.7082829;42.58852991;36.24663917;27.40378734;20.90480043;17.51607602;3132.460189;3.435238147;36;0;1181.991804
PL46;GB;FK;141.4119425;552.0015248;246.5888928;144.3100574;96.26805051;68.66576209;58.44069065;44.18330348;33.70494487;28.24128261;5050.485812;5.538656671;97;0;1905.733027
PL46;CH;43;75.0133948;292.8147904;130.8055716;76.55072916;51.06636081;36.42444781;31.00045528;23.43748009;17.87912881;14.98087392;2679.081267;2.938036435;36;0;1010.915354
PL46;DE;77;69.94758911;273.0404176;121.9720078;71.38110418;47.61774657;33.96463146;28.90693207;21.85469983;16.67171522;13.96918532;2498.157511;2.739624915;0;0;942.6462033
PL46;GB;CF;134.583155;525.3453526;234.6811069;137.3413199;91.6192631;65.34989012;55.61858773;42.04969026;32.07733195;26.87751012;4806.597682;5.271194754;97;0;1813.705115
PL46;ES;33;179.5681611;700.9443258;313.1242895;183.2482545;122.243401;87.19337565;74.20934303;56.10498246;42.79931992;35.86143499;6413.223902;7.033114569;0;0;2419.943953
PL46;PT;44;207.8841439;811.4757661;362.5006485;212.1445488;141.5198809;100.9428405;85.91136452;64.95213948;49.54831596;41.5164006;7424.520874;8.142161685;0;0;2801.54329
PL46;DE;30;54.02877747;210.9013356;94.21337533;55.13605033;36.78080497;26.23489299;22.3282349;16.88096372;12.87753307;10.7900503;1929.62185;2.116135621;0;0;728.116903
PL46;DE;79;73.38511944;286.4588175;127.9662455;74.88908371;49.95789082;35.63380194;30.32754509;22.92873533;17.49103619;14.65569216;2620.927893;2.874262061;0;0;988.971959
PL46;HU;92;31.00960849;121.0460083;54.07340348;31.64512348;21.11020118;15.05741567;12.81520432;9.688764033;7.391010448;6.192907765;1107.49902;1.21454788;0;0;417.8998888
PL46;HU;84;37.55736241;146.6051661;65.49113356;38.32706793;25.56767128;18.23682545;15.52116575;11.73457002;8.951640201;7.500555235;1341.35012;1.471002605;0;0;506.1404623
PL46;PL;32;15.07464101;58.84386195;26.28659907;15.38358268;10.26226128;7.319832362;6.229830496;4.709980124;3.592977617;3.010546276;538.3863569;0.590425812;0;0;203.1528648
PL46;SK;01;18.07512853;70.55626513;31.51873775;18.44556259;12.30488285;8.776786834;7.469828757;5.647464244;4.308131263;3.609771592;645.5478834;0.707945379;0;0;243.5888284
PL46;IT;12;94.61442269;369.3274038;164.985116;96.55346309;64.41001983;45.94216954;39.10088574;29.56170233;22.55095181;18.89538183;3379.126196;3.705746446;0;0;1275.067911
PL46;DK;87;69.89256957;272.8256489;121.8760668;71.32495707;47.58029129;33.93791549;28.88419439;21.83750931;16.65860155;13.95819741;2496.192505;2.737469975;0;0;941.9047346
PL46;FR;92;104.1137025;406.4078431;181.5496073;106.2474224;70.87678024;50.55475938;43.02661129;32.52969468;24.81506541;20.79247653;3718.390174;4.077803068;0;0;1403.084619
PL46;ES;45;191.0725774;745.8518155;333.1852633;194.9884439;130.0751846;92.77960479;78.96372249;59.69946753;45.54134942;38.15897413;6824.100737;7.483706019;0;0;2574.982811
PL46;GB;G3;141.1865015;551.1215156;246.1957771;144.0799962;96.11457852;68.55629409;58.34752362;44.11286578;33.65121194;28.19625993;5042.434251;5.529826861;97;0;1902.694879
PL46;FR;04;105.868554;413.257906;184.6096521;108.0382381;72.0714186;51.40686715;43.75183103;33.07798738;25.23332692;21.14293672;3781.064177;4.146535027;0;0;1426.733813
PL46;ES;17;137.2404061;535.7179322;239.3147226;140.053029;93.42822191;66.64017838;56.71673817;42.87993223;32.71067662;27.40818791;4901.50062;5.375270839;0;0;1849.515465
PL46;IT;61;80.35209336;313.6544005;140.1149958;81.99883971;54.70075047;39.01677346;33.20675572;25.10552406;19.15158528;16.04706177;2869.751311;3.147136303;0;0;1082.862136
PL46;NL;60;77.06555134;300.8253836;134.3840459;78.64494287;52.46339352;37.42091877;31.84854098;24.07866395;18.36825174;15.3907087;2752.373433;3.01841289;0;0;1038.571169
PL46;PL;66;22.26691997;86.91892325;38.82822798;22.72326115;15.15850032;10.81220583;9.202151945;6.957164049;5.307227217;4.446911403;795.2564784;0.872124537;0;0;300.0793571
PL46;AT;27;33.75350815;131.7568208;58.85811378;34.44525697;22.97814717;16.38977811;13.94916365;10.54607883;8.045007451;6.740890094;1205.496587;1.322017715;0;0;454.8779552
PL46;GB;SP;125.187987;488.6713138;218.2981619;127.7536061;85.22337819;60.78785413;51.73588802;39.11422702;29.83803296;25.00120752;4471.052028;4.903215861;97;0;1687.091467
PL46;FR;84;112.1887062;437.9286204;195.6304988;114.4879163;76.37394581;54.47575977;46.36373249;35.05268059;26.73970876;22.40513001;4006.786548;4.394075316;0;0;1511.90712
PL46;FR;31;136.8325642;534.1259215;238.6035431;139.6368288;93.15057817;66.44214156;56.54819116;42.75250452;32.61346922;27.32673809;4886.934668;5.359296968;0;0;1844.019198
PL46;DE;54;73.79285725;288.050422;128.6772435;75.30517775;50.23546372;35.83178824;30.4960491;23.05613054;17.5882188;14.7371212;2635.490129;2.890231856;0;0;994.4668231
PL46;HU;55;44.14306302;172.3124487;76.97503366;45.04773675;30.05097409;21.4346611;18.24280923;13.79223222;10.52131439;8.815781013;1576.556474;1.728943582;0;0;594.8924229
PL46;HU;21;33.80066726;131.9409064;58.94034808;34.49338257;23.01025136;16.41267728;13.96865289;10.56081341;8.056247628;6.750308208;1207.18086;1.323864787;0;0;455.5134933
PL46;GB;RG;120.3725416;469.8742221;209.9011669;122.8394722;81.94519998;58.44960583;49.74583008;37.60967029;28.69029167;24.03951819;4299.069813;4.714610155;97;0;1622.196286
PL46;NL;48;83.94903211;327.6950511;146.387204;85.66949459;57.1494141;40.7633483;34.69324675;26.22936575;20.00890058;16.76540395;2998.214918;3.28801697;0;0;1131.336153
PL46;BE;98;91.28978964;356.3496985;159.1877443;93.16069457;62.1467319;44.32781889;37.72692929;28.5229409;21.75853943;18.23142163;3260.387908;3.575531128;0;0;1230.263612
PL46;DE;42;68.70158464;268.1766391;119.7992715;70.10956393;46.76951254;33.35960585;28.39200129;21.4653933;16.37473527;13.72034662;2453.656829;2.690822877;0;0;925.8544683
PL46;FR;19;122.1599385;476.8513261;213.0179633;124.6635003;83.16199408;59.31751677;50.48449973;38.16813162;29.11631025;24.39647801;4362.906167;4.784616816;0;0;1646.284078
PL46;CH;16;85.09075688;332.1517738;148.3781013;86.83461803;57.92665835;41.31773854;35.16508232;26.58609073;20.28102591;16.99341703;3038.991281;3.332734703;36;0;1146.722567
PL46;DE;83;48.61699374;189.7764375;84.77650787;49.61335679;33.09666161;23.60707919;20.09173087;15.19008473;11.58765706;9.709266665;1736.34159;1.90417324;0;0;655.1851915
PL46;PL;99;13.86507885;54.12233599;24.1774095;14.1492316;9.438835838;6.73250214;5.729960069;4.332059765;3.304683536;2.768985442;495.1872011;0.543051104;0;0;186.8522433
PL46;SI;32;50.37423424;196.6358259;87.84071858;51.40661041;34.29292632;24.460347;20.81793791;15.73912386;12.00648798;10.06020397;1799.100916;1.972998769;0;0;678.8665808
PL46;NO;60;132.2375939;516.1894547;230.5910045;134.9476886;90.02249135;64.21094996;54.64924802;41.31683392;31.51827727;26.40907971;4722.826659;5.179326575;35;0;1782.095244
PL46;GB;NG;118.4809791;462.4905081;206.6027306;120.9091439;80.65749384;57.53111498;48.96411241;37.01866309;28.23944568;23.66175554;4231.513219;4.640523663;97;0;1596.704712
PL46;IT;06;87.41904655;341.2402527;152.4380863;89.21062397;59.51167234;42.44829217;36.12728434;27.31355071;20.83596401;17.45839817;3122.14546;3.423926415;0;0;1178.09968
PL46;FR;33;138.0790707;538.9916595;240.7771547;140.9088813;93.99915393;67.04741092;57.0633294;43.1419679;32.91056882;27.57567705;4931.453279;5.408118667;0;0;1860.817698
PL46;FR;01;97.28636858;379.7573447;169.644356;99.28016819;66.22898234;47.2395932;40.20510905;30.39653561;23.18779893;19.42899432;3474.553955;3.81039808;0;0;1311.076295
PL46;PT;47;205.5160988;802.2321022;358.3713395;209.7279727;139.9078029;99.79298279;84.93273298;64.21225818;48.98390233;41.04347994;7339.946844;8.049412882;0;0;2769.630415
PL46;DE;19;47.87192945;186.868079;83.47729244;48.85302306;32.58944924;23.2452964;19.78382144;14.95729391;11.4100741;9.560470384;1709.731839;1.874991438;0;0;645.1443591
PL46;DE;48;67.65451602;264.0894067;117.9734321;69.04103656;46.05670673;32.85117804;27.95928386;21.13824306;16.12517085;13.51123726;2416.261082;2.649812525;0;0;911.7436853
PL46;DE;55;67.09568032;261.9079916;116.9989552;68.47074801;45.67627194;32.57982275;27.72833629;20.96363824;15.99197469;13.39963256;2396.30243;2.627924706;0;0;904.2125558
PL46;SE;64;82.58814096;322.3828124;144.0141326;84.28071316;56.22296945;40.10253687;34.13083726;25.80416357;19.68453787;16.49362131;2949.611092;3.234715185;0;0;1112.996152
PL46;MT;30;152.1368989;593.8663927;265.2906734;155.2548125;103.5692065;73.87350687;62.87294615;47.53425104;36.26119336;30.38315634;5433.524467;5.958719152;0;0;2050.267522
PL46;FI;15;108.9208933;425.1727124;189.9322079;111.1531323;74.14933892;52.8889994;45.01325782;34.03167226;25.96083921;21.75251731;3890.077572;4.266085461;0;0;1467.868554
PL46;GB;PE;112.9222952;440.7921849;196.909704;115.2365395;76.8733462;54.83197046;46.66689957;35.28188601;26.91455662;22.55163456;4032.986461;4.422807666;97;0;1521.793305
PL46;GB;NE;126.7910324;494.9288013;221.0934928;129.3895044;86.31467252;61.566249;52.39837151;39.61508881;30.22011211;25.32135061;4528.30432;4.966002056;97;0;1708.69485
PL46;FR;88;80.92743672;315.9002533;141.1182582;82.58597423;55.09242308;39.29614442;33.44452534;25.2852866;19.28871596;16.1619632;2890.29953;3.169670675;0;0;1090.61573
PL46;GB;MK;117.2361179;457.6311922;204.4319878;119.6387703;79.81003809;56.9266445;48.44965409;36.62971375;27.94273822;23.41314516;4187.053367;4.591766402;97;0;1579.928384
PL46;BE;28;86.45701104;337.484947;150.7605245;88.22887238;58.85675394;41.9811541;35.72970816;27.01296855;20.60666687;17.26627072;3087.786646;3.386246539;0;0;1165.134842
PL46;IT;85;105.560521;412.055499;184.0725156;107.7238921;71.86172103;51.25729475;43.62453157;32.98174433;25.15990854;21.08141966;3770.062867;4.134470351;0;0;1422.582616
PL46;CZ;76;17.28105077;67.45658256;30.13405445;17.63521089;11.76430391;8.391204447;7.14166374;5.399359467;4.118866152;3.451186865;617.1876306;0.676843875;0;0;232.8874677
PL46;AT;40;37.07477428;144.7213833;64.64961431;37.83458958;25.23914303;18.00249389;15.32172868;11.58378829;8.83661734;7.404177889;1324.114627;1.452101161;0;0;499.6368805
PL46;AT;21;25.968665;101.3686851;45.28319346;26.50087023;17.67851222;12.60967172;10.73195581;8.113751823;6.189522657;5.186184378;927.46321;1.017110133;0;0;349.9657927
PL46;PL;40;8.975503917;35.03588;15.65115035;9.159449073;6.110193022;4.358258614;3.709266972;2.804341743;2.139273808;1.792491766;320.5574747;0.351541983;0;0;120.9580602
PL46;GB;M1;126.8905113;495.3171174;221.2669605;129.4910221;86.38239413;61.61455325;52.43948274;39.6461704;30.2438225;25.34121749;4531.857181;4.969898331;97;0;1710.035475
PL46;GB;CA;132.2940449;516.4098108;230.6894415;135.0052964;90.06092105;64.23836097;54.67257724;41.33447167;31.53173211;26.42035348;4724.842787;5.181537577;97;0;1782.856003
PL46;DE;66;71.17646564;277.8373373;124.114877;72.63516547;48.45432053;34.56134022;29.41478447;22.23865485;16.9646128;14.21460341;2542.046474;2.787756106;0;0;959.2071144
PL46;PL;75;34.59285679;135.0332182;60.32173877;35.30180734;23.54954486;16.7973428;14.29603757;10.80832822;8.245062689;6.90851584;1235.473676;1.354892335;0;0;466.1894075
PL46;GB;FY;131.7391798;514.2438952;229.7218885;134.4390599;89.68318935;63.96893373;54.44327062;41.16110746;31.39948235;26.30954176;4705.025946;5.159805277;97;0;1775.378384
PL46;FR;42;106.0614144;414.0107365;184.9459549;108.235051;72.20271086;51.50051487;43.83153359;33.13824544;25.27929439;21.18145274;3787.952129;4.154088756;0;0;1429.332889
PL46;DK;77;81.69263794;318.8872163;142.4525877;83.36685758;55.61334393;39.66770515;33.76075667;25.52436908;19.47109847;16.31478101;2917.628465;3.199641176;0;0;1100.927937
PL46;FR;47;135.1688223;527.6315048;235.7023717;137.9389899;92.01796385;65.6342741;55.86062387;42.23267845;32.21692329;26.99447333;4827.514616;5.294133481;0;0;1821.597839
PL46;GB;S7;122.4444667;477.961982;213.514113;124.9538597;83.35569044;59.45567588;50.60208546;38.25703074;29.18412637;24.45330095;4373.068009;4.795760884;97;0;1650.118512
PL46;PT;27;227.5608542;888.2838059;396.8121651;232.2245162;154.9150617;110.4973116;94.04307194;71.10000824;54.23817754;45.446023;8127.268779;8.912835936;0;0;3066.715779
PL46;SK;97;22.78981482;88.9600433;39.74003258;23.25687228;15.51446791;11.06610923;9.418246394;7.120539371;5.431857015;4.551338376;813.9315135;0.892604667;0;0;307.126131
PL46;PL;44;8.050211145;31.42399961;14.03765918;8.215193229;5.480287727;3.908961813;3.326875304;2.515239631;1.918734147;1.607702178;287.5109163;0.315301203;0;0;108.4883849
PL46;HR;10;53.21430346;207.7220363;92.79312581;54.30488438;36.22634101;25.83940674;21.99164081;16.62648626;12.6834066;10.62739226;1900.533151;2.084235261;0;0;717.140673
PL46;GB;WA;128.963653;503.4096261;224.882028;131.6066511;87.79371276;62.62121401;53.29624088;40.29391095;30.73794715;25.7552432;4605.898825;5.051096707;97;0;1737.974095
PL46;ES;10;201.5749559;786.8478505;351.4989208;205.7060595;137.2248177;97.87927183;83.30399419;62.98087198;48.04454739;40.25639697;7199.190086;7.895050829;0;0;2716.517742
PL46;DE;87;59.05893849;230.5365694;102.9847833;60.26930013;40.20515363;28.67740127;24.40702739;18.45260701;14.0764509;11.79462033;2109.272567;2.313151053;0;0;795.9056896
PL46;GB;RM;111.9373886;436.9476021;195.1922605;114.2314481;76.20285803;54.35372683;46.25987157;34.97415793;26.67980826;22.35493954;3997.810814;4.384232004;97;0;1508.520247
PL46;LU;64;75.55980359;294.9476971;131.7583789;77.10833612;51.43833582;36.68976894;31.22626723;23.6082022;18.00936306;15.08999685;2698.596096;2.959437532;0;0;1018.279013
PL46;NL;24;84.64089234;330.3957276;147.5936442;86.3755339;57.62040711;41.09929666;34.97916879;26.44553328;20.17380258;16.90357489;3022.924502;3.315114938;0;0;1140.659983
PL46;GB;LL;136.7432083;533.7771205;238.4477275;139.5456416;93.08974792;66.39875275;56.51126342;42.72458579;32.5921716;27.30889288;4883.743347;5.355797179;97;0;1842.814996
PL46;PL;20;28.16332971;109.935559;49.11016827;28.74051269;19.17255925;13.67534073;11.63893523;8.799461498;6.71261181;5.624479371;1005.845013;1.10306818;0;0;379.5421139
PL46;PL;81;35.72765767;139.4629135;62.3005624;36.45986498;24.32207558;17.34837099;14.76501173;11.16288988;8.515537732;7.13514615;1276.002755;1.399338882;0;0;481.4825113
PL46;PL;34;17.01729267;66.4270028;29.67412287;17.3660473;11.58474709;8.263130744;7.032661591;5.316949848;4.056000512;3.398511914;607.7675878;0.666513308;0;0;229.332941
PL46;GB;HP;117.9706288;460.4983556;205.7128007;120.3883344;80.31006611;57.28330286;48.75320218;36.85920723;28.11780582;23.55983383;4213.286208;4.620534862;97;0;1589.826995
PL46;GB;TF;128.0738149;499.936143;223.3303613;130.6985765;87.18794369;62.18913302;52.9285014;40.01588643;30.52585796;25.57753424;4574.118519;5.016244574;97;0;1725.982223
PL46;GB;E6;113.1191974;441.5607927;197.2530547;115.4374771;77.00738999;54.92758077;46.74827248;35.34340691;26.96148744;22.59095777;4040.018766;4.430519701;97;0;1524.446851
PL46;ES;36;200.4613805;782.5010089;349.5571094;204.5696623;136.4667365;97.33855016;82.8437918;62.6329421;47.77913136;40.03400559;7159.41907;7.851435618;0;0;2701.510683
PL46;IT;44;74.37130351;290.308387;129.6859166;75.89547877;50.62924867;36.11266589;30.73510104;23.23686256;17.72608904;14.85264231;2656.149166;2.912887759;0;0;1002.262234
PL46;AT;94;46.47174347;181.402453;81.03570013;47.42414148;31.6362541;22.56540448;19.20517274;14.51981429;11.07634563;9.280840196;1659.724609;1.8201506;0;0;626.2748023
PL46;PL;09;20.53038864;80.1403731;35.80012914;20.95114112;13.97633365;9.968993826;8.484503289;6.414595369;4.893332239;4.100109914;733.236774;0.804110119;0;0;276.6770542
PL46;AT;63;51.21878552;199.9325319;89.31341574;52.26847004;34.86786578;24.87043794;21.1669619;16.00299878;12.20778324;10.22886873;1829.263816;2.006077161;0;0;690.2481462
PL46;ES;20;157.8217423;616.0571791;275.2036922;161.0561618;107.4392388;76.63391094;65.22229633;49.31044585;37.61615199;31.51847253;5636.556971;6.181376412;0;0;2126.879112
PL46;GB;ME;109.6904506;428.1766796;191.2741335;111.9384611;74.67322527;53.26267535;45.3312894;34.27211579;26.14425999;21.90620509;3917.562086;4.296226579;97;0;1478.239467
PL46;LV;10;68.45941145;267.2313161;119.3769789;69.86242762;46.60464994;33.2420132;28.29191945;21.38972775;16.3170143;13.67198238;2445.007685;2.681337723;0;0;922.59083
PL46;BG;22;86.78205464;338.7537547;151.3273235;88.56057746;59.07803167;42.13898636;35.8640375;27.11452645;20.68413965;17.33118495;3099.395482;3.398977465;0;0;1169.515281
PL46;TR;59;117.5643658;458.9125077;205.0043743;119.9737453;80.03349716;57.08603266;48.58530764;36.7322728;28.02097472;23.47869931;4198.776643;4.604622828;0;0;1584.352005
