Lane ID / -,Dep.shipping point,Ship to Country code,Ship to Country name,Ship to simplified postcode 2 digits,Minimum,<=50kg,<=100kg,<=200,<=400,<=800,<=1500,<=5000,<=10000,<=15000,FTL,Sample shipment (no minimum calculation),Custom Clearance,DG Surcharge per shipment,
FR01-EG-RU-60-,FR01/FRB1,RU,Russian Fed.,60,"1,161.06 GBP / shipm.","3,672.75 GBP / 100kg","1,721.40 GBP / 100kg",865.34 GBP / 100kg,480.73 GBP / 100kg,289.39 GBP / 100kg,214.90 GBP / 100kg,124.89 GBP / 100kg,72.80 GBP / 100kg,55.02 GBP / 100kg,"7,637.91 GBP / shipm.",344.00 EUR / shipm.,63.00 EUR / shipm.,,
FR01-EG-SI-15-,FR01/FRB1,SI,Slovenia,15,129.00 GBP / shipm.,353.29 GBP / 100kg,180.50 GBP / 100kg,115.55 GBP / 100kg,71.72 GBP / 100kg,55.62 GBP / 100kg,48.47 GBP / 100kg,25.22 GBP / 100kg,21.10 GBP / 100kg,20.04 GBP / 100kg,"4,387.72 GBP / shipm.",56.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-SI-42-,FR01/FRB1,SI,Slovenia,42,80.25 GBP / shipm.,219.78 GBP / 100kg,112.29 GBP / 100kg,71.88 GBP / 100kg,44.62 GBP / 100kg,34.60 GBP / 100kg,30.15 GBP / 100kg,15.69 GBP / 100kg,13.13 GBP / 100kg,12.47 GBP / 100kg,"2,729.57 GBP / shipm.",56.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-SI-92-,FR01/FRB1,SI,Slovenia,92,127.50 GBP / shipm.,349.18 GBP / 100kg,178.40 GBP / 100kg,114.21 GBP / 100kg,70.89 GBP / 100kg,54.98 GBP / 100kg,47.91 GBP / 100kg,24.92 GBP / 100kg,20.86 GBP / 100kg,19.81 GBP / 100kg,"4,336.70 GBP / shipm.",56.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-DK-52-,FR01/FRB1,DK,Denmark,52,98.25 GBP / shipm.,336.49 GBP / 100kg,199.87 GBP / 100kg,138.40 GBP / 100kg,104.17 GBP / 100kg,71.74 GBP / 100kg,59.96 GBP / 100kg,56.40 GBP / 100kg,34.36 GBP / 100kg,25.60 GBP / 100kg,"4,100.30 GBP / shipm.",31.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-IT-35-,FR01/FRB1,IT,Italy,35,36.80 GBP / shipm.,147.29 GBP / 100kg,63.94 GBP / 100kg,26.59 GBP / 100kg,22.26 GBP / 100kg,18.68 GBP / 100kg,16.74 GBP / 100kg,13.62 GBP / 100kg,11.78 GBP / 100kg,10.40 GBP / 100kg,"1,376.32 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-17-,CH,CH,Switzerland,17,21.60 GBP / shipm.,183.46 GBP / 100kg,43.20 GBP / 100kg,31.08 GBP / 100kg,19.50 GBP / 100kg,11.92 GBP / 100kg,9.08 GBP / 100kg,4.81 GBP / 100kg,5.34 GBP / 100kg,2.57 GBP / 100kg,556.80 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-19-,CH,CH,Switzerland,19,32.40 GBP / shipm.,275.18 GBP / 100kg,64.80 GBP / 100kg,46.62 GBP / 100kg,29.25 GBP / 100kg,17.87 GBP / 100kg,13.63 GBP / 100kg,7.22 GBP / 100kg,8.01 GBP / 100kg,3.85 GBP / 100kg,835.20 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CH-85-,FR01/FRB1,CH,Switzerland,85,36.04 GBP / shipm.,221.54 GBP / 100kg,58.09 GBP / 100kg,41.87 GBP / 100kg,31.27 GBP / 100kg,23.96 GBP / 100kg,19.19 GBP / 100kg,10.28 GBP / 100kg,6.78 GBP / 100kg,3.71 GBP / 100kg,497.14 GBP / shipm.,47.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-PT-48-,FR01/FRB1,PT,Portugal,48,58.28 GBP / shipm.,253.99 GBP / 100kg,97.67 GBP / 100kg,47.94 GBP / 100kg,43.43 GBP / 100kg,34.03 GBP / 100kg,29.99 GBP / 100kg,26.13 GBP / 100kg,22.84 GBP / 100kg,19.08 GBP / 100kg,"3,609.60 GBP / shipm.",62.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-GR-38-,CH,GR,Greece,38,91.64 GBP / shipm.,259.81 GBP / 100kg,126.87 GBP / 100kg,69.67 GBP / 100kg,47.19 GBP / 100kg,38.29 GBP / 100kg,35.76 GBP / 100kg,33.07 GBP / 100kg,34.87 GBP / 100kg,28.54 GBP / 100kg,"4,497.47 GBP / shipm.",133.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-ES-33-,CH,ES,Spain,33,90.63 GBP / shipm.,255.73 GBP / 100kg,112.36 GBP / 100kg,52.31 GBP / 100kg,33.67 GBP / 100kg,16.81 GBP / 100kg,12.94 GBP / 100kg,12.38 GBP / 100kg,11.18 GBP / 100kg,8.65 GBP / 100kg,"2,120.40 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-ES-33-,CH,ES,Spain,33,56.18 GBP / shipm.,158.52 GBP / 100kg,69.65 GBP / 100kg,32.43 GBP / 100kg,20.87 GBP / 100kg,10.42 GBP / 100kg,8.02 GBP / 100kg,7.67 GBP / 100kg,6.93 GBP / 100kg,5.36 GBP / 100kg,"1,314.40 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-LU-64-,CH,LU,Luxembourg,64,134.40 GBP / shipm.,368.51 GBP / 100kg,195.17 GBP / 100kg,82.29 GBP / 100kg,34.56 GBP / 100kg,32.50 GBP / 100kg,26.97 GBP / 100kg,14.65 GBP / 100kg,5.43 GBP / 100kg,3.73 GBP / 100kg,"1,147.20 GBP / shipm.",157.00 EUR / shipm.,40.00 EUR / shipm.,,
CH01-EG-LU-64-,CH,LU,Luxembourg,64,183.40 GBP / shipm.,502.86 GBP / 100kg,266.32 GBP / 100kg,112.29 GBP / 100kg,47.16 GBP / 100kg,44.34 GBP / 100kg,36.80 GBP / 100kg,19.99 GBP / 100kg,7.41 GBP / 100kg,5.10 GBP / 100kg,"1,565.45 GBP / shipm.",157.00 EUR / shipm.,40.00 EUR / shipm.,,
FR01-EG-NL-30-,FR01/FRB1,NL,Netherlands,30,21.35 GBP / shipm.,89.07 GBP / 100kg,39.20 GBP / 100kg,27.91 GBP / 100kg,17.13 GBP / 100kg,12.94 GBP / 100kg,10.66 GBP / 100kg,9.46 GBP / 100kg,7.67 GBP / 100kg,5.97 GBP / 100kg,"1,001.01 GBP / shipm.",63.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-CH-20-,CH,CH,Switzerland,20,28.44 GBP / shipm.,241.55 GBP / 100kg,56.88 GBP / 100kg,40.92 GBP / 100kg,25.68 GBP / 100kg,15.69 GBP / 100kg,11.96 GBP / 100kg,6.34 GBP / 100kg,7.03 GBP / 100kg,3.38 GBP / 100kg,733.12 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-20-,CH,CH,Switzerland,20,10.98 GBP / shipm.,93.26 GBP / 100kg,21.96 GBP / 100kg,15.80 GBP / 100kg,9.91 GBP / 100kg,6.06 GBP / 100kg,4.62 GBP / 100kg,2.45 GBP / 100kg,2.71 GBP / 100kg,1.31 GBP / 100kg,283.04 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-CH-26-,CH,CH,Switzerland,26,9.18 GBP / shipm.,77.97 GBP / 100kg,18.36 GBP / 100kg,13.21 GBP / 100kg,8.29 GBP / 100kg,5.06 GBP / 100kg,3.86 GBP / 100kg,2.05 GBP / 100kg,2.27 GBP / 100kg,1.09 GBP / 100kg,236.64 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-26-,CH,CH,Switzerland,26,29.88 GBP / shipm.,253.78 GBP / 100kg,59.76 GBP / 100kg,42.99 GBP / 100kg,26.98 GBP / 100kg,16.48 GBP / 100kg,12.57 GBP / 100kg,6.66 GBP / 100kg,7.39 GBP / 100kg,3.55 GBP / 100kg,770.24 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-18-,CH,CH,Switzerland,18,26.10 GBP / shipm.,221.68 GBP / 100kg,52.20 GBP / 100kg,37.56 GBP / 100kg,23.56 GBP / 100kg,14.40 GBP / 100kg,10.98 GBP / 100kg,5.81 GBP / 100kg,6.45 GBP / 100kg,3.10 GBP / 100kg,672.80 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CH-18-,FR01/FRB1,CH,Switzerland,18,18.70 GBP / shipm.,114.95 GBP / 100kg,30.14 GBP / 100kg,21.73 GBP / 100kg,16.23 GBP / 100kg,12.43 GBP / 100kg,9.96 GBP / 100kg,5.34 GBP / 100kg,3.52 GBP / 100kg,1.93 GBP / 100kg,257.95 GBP / shipm.,47.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-NL-68-,CH,NL,Netherlands,68,22.42 GBP / shipm.,102.93 GBP / 100kg,54.13 GBP / 100kg,38.26 GBP / 100kg,17.43 GBP / 100kg,10.02 GBP / 100kg,8.15 GBP / 100kg,11.87 GBP / 100kg,12.85 GBP / 100kg,10.25 GBP / 100kg,"1,989.48 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-PT-25-,CH,PT,Portugal,25,40.32 GBP / shipm.,182.01 GBP / 100kg,73.24 GBP / 100kg,31.83 GBP / 100kg,28.27 GBP / 100kg,20.25 GBP / 100kg,18.45 GBP / 100kg,19.22 GBP / 100kg,19.41 GBP / 100kg,16.51 GBP / 100kg,"3,341.52 GBP / shipm.",65.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-PT-24-,CH,PT,Portugal,24,49.44 GBP / shipm.,223.18 GBP / 100kg,89.81 GBP / 100kg,39.03 GBP / 100kg,34.67 GBP / 100kg,24.83 GBP / 100kg,22.62 GBP / 100kg,23.57 GBP / 100kg,23.80 GBP / 100kg,20.24 GBP / 100kg,"4,097.34 GBP / shipm.",65.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-PT-70-,CH,PT,Portugal,70,78.24 GBP / shipm.,353.19 GBP / 100kg,142.12 GBP / 100kg,61.76 GBP / 100kg,54.87 GBP / 100kg,39.30 GBP / 100kg,35.79 GBP / 100kg,37.29 GBP / 100kg,37.67 GBP / 100kg,32.03 GBP / 100kg,"6,484.14 GBP / shipm.",65.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-GR-25-,CH,GR,Greece,25,106.79 GBP / shipm.,309.04 GBP / 100kg,158.45 GBP / 100kg,88.78 GBP / 100kg,57.85 GBP / 100kg,45.58 GBP / 100kg,46.14 GBP / 100kg,48.44 GBP / 100kg,55.84 GBP / 100kg,45.97 GBP / 100kg,"7,344.98 GBP / shipm.",70.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-HU-94-,CH,HU,Hungary,94,74.97 GBP / shipm.,172.02 GBP / 100kg,108.37 GBP / 100kg,59.70 GBP / 100kg,31.19 GBP / 100kg,24.05 GBP / 100kg,23.68 GBP / 100kg,14.67 GBP / 100kg,13.55 GBP / 100kg,15.23 GBP / 100kg,"3,107.58 GBP / shipm.",44.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-NL-81-,CH,NL,Netherlands,81,17.67 GBP / shipm.,81.12 GBP / 100kg,42.66 GBP / 100kg,30.15 GBP / 100kg,13.74 GBP / 100kg,7.90 GBP / 100kg,6.43 GBP / 100kg,9.36 GBP / 100kg,10.13 GBP / 100kg,8.08 GBP / 100kg,"1,567.98 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
FR01-EG-NL-81-,FR01/FRB1,NL,Netherlands,81,38.50 GBP / shipm.,160.62 GBP / 100kg,70.70 GBP / 100kg,50.34 GBP / 100kg,30.89 GBP / 100kg,23.34 GBP / 100kg,19.22 GBP / 100kg,17.05 GBP / 100kg,13.84 GBP / 100kg,10.76 GBP / 100kg,"1,805.10 GBP / shipm.",63.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-NL-41-,FR01/FRB1,NL,Netherlands,41,58.80 GBP / shipm.,245.31 GBP / 100kg,107.97 GBP / 100kg,76.88 GBP / 100kg,47.17 GBP / 100kg,35.65 GBP / 100kg,29.35 GBP / 100kg,26.04 GBP / 100kg,21.13 GBP / 100kg,16.43 GBP / 100kg,"2,756.88 GBP / shipm.",63.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-NL-41-,CH,NL,Netherlands,41,21.28 GBP / shipm.,97.70 GBP / 100kg,51.37 GBP / 100kg,36.31 GBP / 100kg,16.54 GBP / 100kg,9.51 GBP / 100kg,7.74 GBP / 100kg,11.27 GBP / 100kg,12.20 GBP / 100kg,9.73 GBP / 100kg,"1,888.32 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-PL-33-,CH,PL,Poland,33,22.10 GBP / shipm.,70.92 GBP / 100kg,53.22 GBP / 100kg,34.00 GBP / 100kg,22.29 GBP / 100kg,12.79 GBP / 100kg,19.80 GBP / 100kg,15.84 GBP / 100kg,12.35 GBP / 100kg,8.49 GBP / 100kg,"1,102.45 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-AT-28-,CH,AT,Austria,28,62.16 GBP / shipm.,337.21 GBP / 100kg,141.69 GBP / 100kg,65.05 GBP / 100kg,45.29 GBP / 100kg,33.10 GBP / 100kg,31.82 GBP / 100kg,27.08 GBP / 100kg,26.02 GBP / 100kg,22.04 GBP / 100kg,"2,467.92 GBP / shipm.",59.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-TR-35-,CH,TR,Turkey,35,230.72 GBP / shipm.,460.98 GBP / 100kg,236.44 GBP / 100kg,116.64 GBP / 100kg,55.57 GBP / 100kg,26.89 GBP / 100kg,19.61 GBP / 100kg,21.27 GBP / 100kg,23.24 GBP / 100kg,22.13 GBP / 100kg,"4,589.76 GBP / shipm.",139.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-TR-34-,CH,TR,Turkey,34,354.32 GBP / shipm.,707.93 GBP / 100kg,363.11 GBP / 100kg,179.12 GBP / 100kg,85.35 GBP / 100kg,41.30 GBP / 100kg,30.12 GBP / 100kg,32.66 GBP / 100kg,35.69 GBP / 100kg,33.99 GBP / 100kg,"7,048.56 GBP / shipm.",139.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-DE-67-,CH,DE,Germany,67,14.42 GBP / shipm.,68.68 GBP / 100kg,62.63 GBP / 100kg,38.92 GBP / 100kg,30.24 GBP / 100kg,20.50 GBP / 100kg,15.46 GBP / 100kg,12.70 GBP / 100kg,10.40 GBP / 100kg,8.97 GBP / 100kg,"1,620.19 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-21-,CH,DE,Germany,21,7.98 GBP / shipm.,38.01 GBP / 100kg,34.66 GBP / 100kg,21.54 GBP / 100kg,16.74 GBP / 100kg,11.34 GBP / 100kg,8.56 GBP / 100kg,7.03 GBP / 100kg,5.76 GBP / 100kg,4.96 GBP / 100kg,896.61 GBP / shipm.,67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-02-,CH,DE,Germany,02,19.18 GBP / shipm.,91.35 GBP / 100kg,83.31 GBP / 100kg,51.77 GBP / 100kg,40.22 GBP / 100kg,27.26 GBP / 100kg,20.56 GBP / 100kg,16.89 GBP / 100kg,13.84 GBP / 100kg,11.93 GBP / 100kg,"2,155.01 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-91-,CH,DE,Germany,91,12.20 GBP / shipm.,58.72 GBP / 100kg,60.10 GBP / 100kg,37.70 GBP / 100kg,28.77 GBP / 100kg,18.59 GBP / 100kg,14.12 GBP / 100kg,12.07 GBP / 100kg,10.43 GBP / 100kg,8.99 GBP / 100kg,"1,654.32 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-51-,CH,DE,Germany,51,15.20 GBP / shipm.,73.16 GBP / 100kg,74.88 GBP / 100kg,46.97 GBP / 100kg,35.84 GBP / 100kg,23.16 GBP / 100kg,17.59 GBP / 100kg,15.03 GBP / 100kg,13.00 GBP / 100kg,11.20 GBP / 100kg,"2,061.12 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-40-,CH,DE,Germany,40,14.20 GBP / shipm.,68.34 GBP / 100kg,69.95 GBP / 100kg,43.88 GBP / 100kg,33.48 GBP / 100kg,21.64 GBP / 100kg,16.43 GBP / 100kg,14.04 GBP / 100kg,12.14 GBP / 100kg,10.47 GBP / 100kg,"1,925.52 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-DE-48-,CH,DE,Germany,48,11.30 GBP / shipm.,54.39 GBP / 100kg,55.66 GBP / 100kg,34.92 GBP / 100kg,26.65 GBP / 100kg,17.22 GBP / 100kg,13.07 GBP / 100kg,11.18 GBP / 100kg,9.66 GBP / 100kg,8.33 GBP / 100kg,"1,532.28 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH00-EG-FR-69-,CH,FR,France,69,28.06 GBP / shipm.,138.95 GBP / 100kg,60.19 GBP / 100kg,44.82 GBP / 100kg,41.83 GBP / 100kg,40.22 GBP / 100kg,32.64 GBP / 100kg,17.74 GBP / 100kg,6.58 GBP / 100kg,4.51 GBP / 100kg,"1,406.66 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-FR-60-,CH,FR,France,60,42.78 GBP / shipm.,211.84 GBP / 100kg,91.77 GBP / 100kg,68.34 GBP / 100kg,63.78 GBP / 100kg,61.32 GBP / 100kg,49.76 GBP / 100kg,27.04 GBP / 100kg,10.03 GBP / 100kg,6.88 GBP / 100kg,"2,144.58 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-ES-08-,CH,ES,Spain,08,86.39 GBP / shipm.,243.93 GBP / 100kg,108.64 GBP / 100kg,51.05 GBP / 100kg,32.96 GBP / 100kg,16.69 GBP / 100kg,12.34 GBP / 100kg,11.80 GBP / 100kg,10.66 GBP / 100kg,8.25 GBP / 100kg,"2,021.20 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-HU-28-,CH,HU,Hungary,28,54.90 GBP / shipm.,119.07 GBP / 100kg,80.45 GBP / 100kg,45.07 GBP / 100kg,23.52 GBP / 100kg,17.47 GBP / 100kg,16.23 GBP / 100kg,10.20 GBP / 100kg,11.11 GBP / 100kg,11.20 GBP / 100kg,"2,315.56 GBP / shipm.",41.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-PL-05-,CH,PL,Poland,05,18.72 GBP / shipm.,80.49 GBP / 100kg,39.95 GBP / 100kg,17.84 GBP / 100kg,14.23 GBP / 100kg,11.39 GBP / 100kg,10.23 GBP / 100kg,11.21 GBP / 100kg,9.28 GBP / 100kg,7.11 GBP / 100kg,918.72 GBP / shipm.,49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-08-,CH,PL,Poland,08,39.52 GBP / shipm.,169.92 GBP / 100kg,84.34 GBP / 100kg,37.67 GBP / 100kg,30.05 GBP / 100kg,24.05 GBP / 100kg,21.60 GBP / 100kg,23.67 GBP / 100kg,19.59 GBP / 100kg,15.00 GBP / 100kg,"1,939.52 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-85-,CH,PL,Poland,85,29.38 GBP / shipm.,126.32 GBP / 100kg,62.70 GBP / 100kg,28.00 GBP / 100kg,22.34 GBP / 100kg,17.88 GBP / 100kg,16.06 GBP / 100kg,17.59 GBP / 100kg,14.57 GBP / 100kg,11.15 GBP / 100kg,"1,441.88 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-49-,CH,PL,Poland,49,34.32 GBP / shipm.,147.56 GBP / 100kg,73.25 GBP / 100kg,32.71 GBP / 100kg,26.10 GBP / 100kg,20.88 GBP / 100kg,18.76 GBP / 100kg,20.55 GBP / 100kg,17.01 GBP / 100kg,13.03 GBP / 100kg,"1,684.32 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-AT-10-,CH,AT,Austria,10,36.10 GBP / shipm.,191.42 GBP / 100kg,80.97 GBP / 100kg,37.62 GBP / 100kg,26.46 GBP / 100kg,19.66 GBP / 100kg,18.11 GBP / 100kg,15.42 GBP / 100kg,14.82 GBP / 100kg,12.57 GBP / 100kg,"1,395.55 GBP / shipm.",59.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-CZ-26-,CH,CZ,Czech Republic,26,43.16 GBP / shipm.,101.01 GBP / 100kg,62.82 GBP / 100kg,34.83 GBP / 100kg,19.91 GBP / 100kg,12.90 GBP / 100kg,12.22 GBP / 100kg,7.27 GBP / 100kg,7.69 GBP / 100kg,7.93 GBP / 100kg,"1,400.21 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-GR-18-,CH,GR,Greece,18,93.00 GBP / shipm.,266.14 GBP / 100kg,137.02 GBP / 100kg,77.52 GBP / 100kg,49.54 GBP / 100kg,40.52 GBP / 100kg,39.51 GBP / 100kg,41.80 GBP / 100kg,47.49 GBP / 100kg,39.37 GBP / 100kg,"6,289.90 GBP / shipm.",70.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-GR-32-,CH,GR,Greece,32,51.60 GBP / shipm.,147.66 GBP / 100kg,76.02 GBP / 100kg,43.01 GBP / 100kg,27.49 GBP / 100kg,22.48 GBP / 100kg,21.92 GBP / 100kg,23.19 GBP / 100kg,26.35 GBP / 100kg,21.84 GBP / 100kg,"3,489.88 GBP / shipm.",70.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-IT-86-,CH,IT,Italy,86,17.25 GBP / shipm.,70.39 GBP / 100kg,35.56 GBP / 100kg,10.39 GBP / 100kg,7.98 GBP / 100kg,5.55 GBP / 100kg,5.29 GBP / 100kg,6.44 GBP / 100kg,7.67 GBP / 100kg,7.09 GBP / 100kg,"1,059.15 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-IT-26-,CH,IT,Italy,26,26.25 GBP / shipm.,107.11 GBP / 100kg,54.11 GBP / 100kg,15.81 GBP / 100kg,12.14 GBP / 100kg,8.45 GBP / 100kg,8.05 GBP / 100kg,9.80 GBP / 100kg,11.68 GBP / 100kg,10.78 GBP / 100kg,"1,611.75 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-IT-00-,CH,IT,Italy,00,48.25 GBP / shipm.,196.88 GBP / 100kg,99.45 GBP / 100kg,29.07 GBP / 100kg,22.31 GBP / 100kg,15.54 GBP / 100kg,14.80 GBP / 100kg,18.01 GBP / 100kg,21.46 GBP / 100kg,19.82 GBP / 100kg,"2,962.55 GBP / shipm.",51.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-BE-13-,CH,BE,Belgium,13,23.22 GBP / shipm.,121.71 GBP / 100kg,47.43 GBP / 100kg,32.23 GBP / 100kg,16.48 GBP / 100kg,9.53 GBP / 100kg,9.40 GBP / 100kg,10.62 GBP / 100kg,9.78 GBP / 100kg,9.19 GBP / 100kg,"1,481.78 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-RU-61-,CH,RU,Russian Fed.,61,"1,593.44 GBP / shipm.","4,023.23 GBP / 100kg","2,056.99 GBP / 100kg",930.21 GBP / 100kg,435.25 GBP / 100kg,329.07 GBP / 100kg,203.43 GBP / 100kg,111.25 GBP / 100kg,93.55 GBP / 100kg,72.55 GBP / 100kg,"10,026.16 GBP / shipm.",359.00 EUR / shipm.,71.00 EUR / shipm.,22.00 EUR / shipm.,
CH00-EG-RU-19-,CH,RU,Russian Fed.,19,896.61 GBP / shipm.,"2,275.99 GBP / 100kg","1,173.19 GBP / 100kg",534.83 GBP / 100kg,252.82 GBP / 100kg,190.82 GBP / 100kg,119.79 GBP / 100kg,66.08 GBP / 100kg,55.98 GBP / 100kg,42.54 GBP / 100kg,"6,210.49 GBP / shipm.",205.00 EUR / shipm.,71.00 EUR / shipm.,22.00 EUR / shipm.,
CH00-EG-RU-14-,CH,RU,Russian Fed.,14,783.36 GBP / shipm.,"1,991.80 GBP / 100kg","1,033.62 GBP / 100kg",472.34 GBP / 100kg,226.58 GBP / 100kg,173.72 GBP / 100kg,113.36 GBP / 100kg,65.01 GBP / 100kg,56.30 GBP / 100kg,42.93 GBP / 100kg,"6,138.36 GBP / shipm.",219.00 EUR / shipm.,71.00 EUR / shipm.,22.00 EUR / shipm.,
CH00-IG-GB-UB-,CH,GB,United Kingdom,UB,79.38 GBP / shipm.,350.86 GBP / 100kg,176.03 GBP / 100kg,92.45 GBP / 100kg,57.41 GBP / 100kg,36.35 GBP / 100kg,31.35 GBP / 100kg,26.94 GBP / 100kg,23.93 GBP / 100kg,24.92 GBP / 100kg,"5,444.82 GBP / shipm.",55.00 EUR / shipm.,101.00 EUR / shipm.,,
CH00-EG-GB-TN-,CH,GB,United Kingdom,TN,94.08 GBP / shipm.,415.83 GBP / 100kg,208.63 GBP / 100kg,109.57 GBP / 100kg,68.04 GBP / 100kg,43.08 GBP / 100kg,37.15 GBP / 100kg,31.93 GBP / 100kg,28.36 GBP / 100kg,29.53 GBP / 100kg,"6,453.12 GBP / shipm.",55.00 EUR / shipm.,101.00 EUR / shipm.,,
CH00-EG-GB-NE-,CH,GB,United Kingdom,NE,36.26 GBP / shipm.,160.27 GBP / 100kg,80.41 GBP / 100kg,42.23 GBP / 100kg,26.23 GBP / 100kg,16.61 GBP / 100kg,14.32 GBP / 100kg,12.31 GBP / 100kg,10.93 GBP / 100kg,11.38 GBP / 100kg,"2,487.14 GBP / shipm.",55.00 EUR / shipm.,101.00 EUR / shipm.,,
CH00-EG-GB-DE-,CH,GB,United Kingdom,DE,58.80 GBP / shipm.,259.90 GBP / 100kg,130.39 GBP / 100kg,68.48 GBP / 100kg,42.53 GBP / 100kg,26.93 GBP / 100kg,23.22 GBP / 100kg,19.96 GBP / 100kg,17.72 GBP / 100kg,18.46 GBP / 100kg,"4,033.20 GBP / shipm.",55.00 EUR / shipm.,101.00 EUR / shipm.,,
CH00-EG-GB-CF-,CH,GB,United Kingdom,CF,52.43 GBP / shipm.,231.74 GBP / 100kg,116.27 GBP / 100kg,61.06 GBP / 100kg,37.92 GBP / 100kg,24.01 GBP / 100kg,20.70 GBP / 100kg,17.79 GBP / 100kg,15.80 GBP / 100kg,16.46 GBP / 100kg,"3,596.27 GBP / shipm.",55.00 EUR / shipm.,101.00 EUR / shipm.,,
CH00-EG-GB-NN-,CH,GB,United Kingdom,NN,85.75 GBP / shipm.,379.02 GBP / 100kg,190.16 GBP / 100kg,99.87 GBP / 100kg,62.02 GBP / 100kg,39.27 GBP / 100kg,33.86 GBP / 100kg,29.10 GBP / 100kg,25.85 GBP / 100kg,26.92 GBP / 100kg,"5,881.75 GBP / shipm.",55.00 EUR / shipm.,101.00 EUR / shipm.,,
